FieldName,DataType
DATEV,DATS
PIC_DATFR,DATS
PFROM01,DATS
PAY_DUE_DATE_PRO,DATS
BUDATB,DATS
AR_DT,DATS
LAGEND2,DATS
ORPDAT1,DATS
PRDDT,DATS
USE_TO,DATS
ALTDT_E,DATS
BACKEND_TSTPDAT,DATS
OLDFROMDATE,DATS
HOLDDATE,DATS
COMPLETEFROM,DATS
REMINDERDATE,DATS
BEGDA_PZ,DATS
SEC_RETURN,DATS
AS4DATE_IM,DATS
HTSSTAMP_DATE,DATS
DATA_DECORRENZA_PENALE,DATS
DATE_LOC,DATS
STADAT_I,DATS
DPLANNED,DATS
INFLA_DATE,DATS
TODATE3,DATS
DATE_CROLD,DATS
ANSD2,DATS
ENDOL,DATS
DTF09,DATS
REPTAXOF,DATS
BOIDT,DATS
UPPER_BOUNDARY_RECORD_FOLDER_V,DATS
VTERMDATE,DATS
WN_DATE_TO_9,DATS
DATE_OUT,DATS
DTM_COLL,DATS
VE_CPUDT,DATS
DATE_FROM_I,DATS
EC_BEGDA,DATS
ERSTELDAT,DATS
DREFP,DATS
REC_DATE_BR,DATS
CONVEYANCE_DT_RE,DATS
ORI_FAEDN,DATS
FAEDT,DATS
DATID,DATS
RECNDDUNNED,DATS
CLOSE_DN_RCVD_ON,DATS
VKDAT_TO,DATS
BISPE_AB,DATS
SU_MARKDATE,DATS
U_DATE,DATS
DAVPOSTBIS,DATS
CMNGVK,DATS
DGUELAB_ZU,DATS
LASTMONDATE,DATS
AVUWFWZEND,DATS
ODT13,DATS
RENEW_DAT,DATS
AENDERDATR,DATS
ARCDT,DATS
LAST_CHANGE_DATE,DATS
PREND14,DATS
VKDABDEL,DATS
CPOST_DATE,DATS
PP_VALID_FROM,DATS
DT_RECEB,DATS
DLE20,DATS
SCHLW_BEGINN,DATS
NTF_CHANGE_DATE,DATS
EQN_VALID_FROM,DATS
AUDAT_REF,DATS
DVI05,DATS
BEGDA_13,DATS
DUEDATEUP,DATS
STODT_PF,DATS
ABREN,DATS
ABLDATBIS,DATS
TNDRDAT,DATS
H07_GBDAT,DATS
SUPPL_FROM,DATS
TOPDAT,DATS
LAST_GFULL_DATE,DATS
POSDUEDATE,DATS
DBHAV_HS,DATS
T_SA_DT,DATS
REB_DATEFR,DATS
J_3GAABRECH,DATS
CALLED_ON,DATS
WEREETAG,DATS
P1001_ENDDA,DATS
SELECTION_VALIDITY_DATE,DATS
AR_DATE_FROM,DATS
DAMTDATE_04,DATS
DATE_OF_LAST_COSTING,DATS
ISPFAKVON,DATS
P2188,DATS
O_DATBI,DATS
APPDT25,DATS
ACST_BALDATE,DATS
MODERNIZATION_DATE,DATS
IMPORT_DATE,DATS
KURS_CUM_D,DATS
H73_ACC_DATE,DATS
ERTDT,DATS
NVA,DATS
BUDATKOP,DATS
DATE_END_REQ,DATS
INV_BLDAT,DATS
QBEGDA,DATS
UTD27,DATS
END_OF_EXCLUDE_PERIOD,DATS
GBDTCHANGE,DATS
UNB30,DATS
DE_OA_D,DATS
VALIDTO_OBJ_NEW,DATS
EDATV,DATS
BEG_DATL,DATS
BOOKINGDATE,DATS
OCCDT,DATS
ABRZU,DATS
VALIDUNTILDATE,DATS
ABRDAT_OLD,DATS
DFAELL_OLD_EXT,DATS
STODV,DATS
DVWBEG,DATS
ASMT_DATE,DATS
PSYAPPLDT1,DATS
SCANDAT,DATS
EXC_DATE,DATS
HI_BEGDA,DATS
DEFAULT_BLDAT,DATS
STORDATE506,DATS
FROM_DATE_4_RISK_COUNT_CREA,DATS
ANLB_BDATU,DATS
KIEN1,DATS
BILLED_AB,DATS
VALDATGR,DATS
FIX_DATE,DATS
SEL_BEGIN,DATS
SRV_SIGNOFFDATE,DATS
TR_POSTINGDATE,DATS
MD_TSR_DATE,DATS
ZPLD3,DATS
AEDATH,DATS
FDSENDDATE,DATS
ABSBDT,DATS
FIYEABEG,DATS
DTCOA,DATS
PRGBI,DATS
SYS_DATE,DATS
SET_DATUM,DATS
CONDVALIDTO_BD07,DATS
LLBEG,DATS
CTDDA,DATS
DUEDATETO_SP,DATS
CHADATE,DATS
ACCOMVALIDFROM,DATS
CHMOD,DATS
EE_MAILDT,DATS
RCBEG,DATS
FROM_XDAY,DATS
PSOBT,DATS
FROM_SA_DT,DATS
ISH_SUBDAT,DATS
ORDERCREATIONDATE2,DATS
SELECTDATE,DATS
DATFS,DATS
SHD_ELY_SRT_DT,DATS
ENDDA_ABS,DATS
CHECKIN_DATE,DATS
AGE18,DATS
CUST_RS_DATE,DATS
CORBR,DATS
PAYENDDA,DATS
DATE_TO_UTC,DATS
ENDDATE3,DATS
GLTRS_,DATS
DATBW,DATS
DATE18,DATS
EINLDT,DATS
COPY_HORIZON_END,DATS
TECH_END_DATE_AS,DATS
ENCVALIDTO,DATS
D_EVENT_OCCURED,DATS
LREDAT,DATS
TADIR_CREATED_ON,DATS
FDM_DUEDAT,DATS
TPL_PLANNING_DATE,DATS
DEXDUEDATETO,DATS
I_LF_DATUM,DATS
BLD_VAL_DATE,DATS
WEVEE,DATS
DVONBIS,DATS
OCEND07,DATS
PERND_LANF,DATS
RESOLVE_DATE,DATS
DATE_TOAIR,DATS
LEWED_P,DATS
ZLDAT_IN,DATS
EXPLDATE,DATS
FUNDJOINDATE,DATS
DATE_VALUEOLD,DATS
ORGDATE,DATS
DBEAR,DATS
DATUV_NEW,DATS
CDT10,DATS
APAEDATA,DATS
OCBEG07,DATS
HORIZON_DATE,DATS
VALIDTO_FROM,DATS
ASVAL_DATE,DATS
SCD_BASIC_START_DATE,DATS
BUSI_B_DATE_AS,DATS
ISSUER_CALL,DATS
ADDIIDOCD,DATS
BEGD2,DATS
CONSBEG_NEW,DATS
CEFROM,DATS
BPROLEVALIDTO,DATS
DAT11,DATS
CARD,DATS
DTRANSREF,DATS
DEFINE_DAT,DATS
ANNUAL_FINANCIAL_STATEMENTS_P1,DATS
CREATED_ON_FROM,DATS
LASTEXEC,DATS
PS_STORAGE_END,DATS
TERDT,DATS
PB03_HBGPR,DATS
PMNT_BASIS_DATE,DATS
ANLIEFTAGI_03,DATS
PEDD19,DATS
DGULTBIS,DATS
CREATIME,DATS
ZGLTGB,DATS
ID_UPDATE_DATE,DATS
S_FIRSTRS,DATS
VENDDASTR,DATS
DREND,DATS
PP_TO,DATS
RELEASE_DATE,DATS
HEADER_DAY03,DATS
SERV_BEGDATE,DATS
AKBEG,DATS
RECEIVE_INTEREST_FIRST_DUE_DAT,DATS
TERMINATION_DATE,DATS
DATVAL,DATS
VVZ_START,DATS
EINDT_TO,DATS
ASSIGNMENTENDDATE,DATS
QWKDA,DATS
FORMACTIVATEDATE,DATS
TBSANAD,DATS
NOTBF,DATS
FR_YEAR,DATS
GLX_WUDAT,DATS
BDVALIDTO,DATS
CL_DATE_CHANGED,DATS
BEGDA_AUSB,DATS
PPD,DATS
OEND,DATS
PEASCERTDATE,DATS
BLINEDATEFROM,DATS
IF_UNLOADING_DATE,DATS
POSTDATUM,DATS
ENDDATE16,DATS
FORMDATE,DATS
INT_CHALLAN_DATE,DATS
RUECKAB,DATS
ELM_KEY_IPENDHI,DATS
QUAL_BEGDA,DATS
TFDAT,DATS
DAUSZGV,DATS
OPTIONS_FOR_SCHEDLD_START_DATE,DATS
COOBJVALIDFROM,DATS
TXTAG,DATS
INGRESOINST,DATS
AOUDF1,DATS
COMPLDATE,DATS
OTDLO,DATS
PLAN_ACTIVATION_DATE,DATS
WI_TASK_SPEC_DATE_FROM,DATS
TS_CREATED,DATS
EVTDATE,DATS
PRDATE,DATS
N3BG_AFV6,DATS
SRCCHANGED,DATS
PRPOT_DEP_DATE,DATS
AUSDAT,DATS
ACTUALFINISH_DAT,DATS
SCHLW_CDATUM,DATS
PERDFROM,DATS
SENTDATE,DATS
DMELD12B,DATS
QMTBGUELT,DATS
CTEDT,DATS
G5_LIC2_VALTO,DATS
MRPSTARTDATE,DATS
VALID_TO_RKEY,DATS
BUDAV,DATS
THURSDAY,DATS
ERDAT_LIPS,DATS
BN_LEAVE,DATS
DATE_ADJ_FLOW_FROM_EURO_CONV,DATS
TRNSOUT,DATS
PSTRTF,DATS
CLOSED_TO,DATS
ARBUNDATUM,DATS
CHDLL_S,DATS
ZUZ_SBUDAT,DATS
CREDIT_DATE,DATS
BWS1SYS0,DATS
GHO_RULE_VALID_FROM_DATE,DATS
ACCHKDATE,DATS
VABEG,DATS
ROCN_PTO,DATS
DATEMAX,DATS
APPDT37,DATS
DATEFFROM,DATS
WT_REPORT_EXEC_DATE,DATS
LUDAT,DATS
SELECTION_HIGH,DATS
PSOBT_TO,DATS
DNEXT,DATS
ET_ENDDA,DATS
ABSCHLUSS3_ANG,DATS
ACTDAT,DATS
PLN_DATE,DATS
N6EKIVEDT,DATS
RKDATE,DATS
P2138,DATS
BEGDA_BANK,DATS
UPPDATE,DATS
DWDAT,DATS
DMAEND,DATS
VALF,DATS
ENTRPS_DATE,DATS
COEDT,DATS
DATUM_FESTG_BTG_ALT,DATS
FD1MA,DATS
DATAB2,DATS
PAEND03,DATS
LCHDATE,DATS
FECBA,DATS
ARCH_D,DATS
POT_DATE,DATS
ORDER_FIN_DATE,DATS
B,DATS
COMPDECDT,DATS
TAGNN,DATS
ACARDAT,DATS
BPRDAT,DATS
TASK_START_DATE,DATS
ERSDA_SK,DATS
AZBEG1,DATS
TO_CALDAY,DATS
BEGWZ,DATS
ENTDAT,DATS
TNDR_LTPD,DATS
PRORATE_DATE,DATS
INTERVAL_BEGDA,DATS
ASSIGNTO,DATS
DETDATE,DATS
EARLIEST_END_DATE,DATS
CALC_FROM,DATS
DDUE_TO,DATS
OCBEG12,DATS
FULLPAYENDDATE,DATS
OWNMEASVALIDTO,DATS
N3BG_UFDAT,DATS
ADT,DATS
NOT_INTRADAY_ABLE,DATS
CLEARINGDATE,DATS
NETDUE_DATE,DATS
PRT_LATEST_START_DATE,DATS
DAT18,DATS
BANK_SENT_DATE,DATS
PREND05,DATS
LFDAT_LA,DATS
OPAY_VALUE_DATE,DATS
DGUELB02,DATS
UNVAB,DATS
SEL_KEY_DATE,DATS
DATE_RECD,DATS
INVOICEDATETIME,DATS
EVENT_BEGDA,DATS
KGBEG,DATS
INSTDATE2,DATS
REQUESTEDLOADINGDATE,DATS
FROZEN_ON,DATS
DGLTS,DATS
X_MASTERDATA_KEYDATE,DATS
KOBLBEG,DATS
HDSINCEDAT,DATS
EXERCISE_DATE15,DATS
FI_DOCDATE,DATS
AVAILABLE_TO,DATS
FREEZE_IN_DATE,DATS
EVBEG,DATS
ASOFDATE,DATS
DBFRB_HS,DATS
RETD1,DATS
SNDDATE,DATS
LATEST_MSG_DATE,DATS
VFRALT,DATS
FCSTFINDAT,DATS
EXCDT,DATS
LIMIT_BEG,DATS
SIGNEDDT,DATS
DVERTBIS_HB,DATS
FRN_MUTUAL_SUBM,DATS
BC_DATE_FROM,DATS
BLOCK17,DATS
ENTRYDATETST,DATS
WTY_REFDT_KG,DATS
EVAL_ENDDA,DATS
IORCD,DATS
EXKIW,DATS
GW_DATE_RESUME,DATS
A_OUDE,DATS
DALEN,DATS
DGULTAB_08,DATS
PPMNO,DATS
ASPP_PDIED,DATS
BEGDA_TL200,DATS
BCONT,DATS
DERSTDRUCK,DATS
ISHMEW0011,DATS
DRECO,DATS
PREPAREDDATE,DATS
PRFEC,DATS
LAST_PAYMENT,DATS
SELDAT_VON_OLD,DATS
INSTDATE6,DATS
ZIELD,DATS
MARKET_PRICE_DATE,DATS
KURS_OSA_D,DATS
MUTDT,DATS
P08STICH,DATS
OOBEG_O,DATS
PLAN_HIGH,DATS
ANV90,DATS
TFR5R,DATS
FRBEG,DATS
PETER,DATS
ENDDAE8_YRMIN0,DATS
RFCCREDATE,DATS
DSTBIS,DATS
WI_ENDLED,DATS
DGULAB,DATS
DATEOTHERINSURES,DATS
CONFDATE,DATS
IDENTIFICATION_DATE,DATS
KEAB0,DATS
IARD,DATS
SLDTB,DATS
REL_ENDDA,DATS
SBGDA,DATS
CURRENCY_DATE,DATS
INSTDATE12,DATS
DZFEST,DATS
QUEND,DATS
FEE_PRICING_COND_DATE,DATS
ABSENCE_FROM_C04,DATS
LLFDAT,DATS
POST_DATE_REC,DATS
CURR_CONV_DAT,DATS
PMT_ERDAT,DATS
PMTTO,DATS
KGDAT,DATS
RERED,DATS
PEDELDATE,DATS
LZDT_BIS,DATS
DATVO,DATS
DZTERM_RP,DATS
PERBG,DATS
ABSOLUTEEND,DATS
IE_PRD_END_DATE,DATS
ENEMP,DATS
DERSTDR,DATS
TRFC_DATE,DATS
COV_BEGDT,DATS
T_DATE_L,DATS
PPEFFDATE,DATS
LICENSE_DT,DATS
PDATE,DATS
REAL_VALID_FROM,DATS
MODIFIC_DATE,DATS
CKDAT,DATS
APPDT8,DATS
RMPLAN_DUEDATE,DATS
RECNNOTRECEIPT,DATS
CONDVALIDFROM_CN06,DATS
CEND2,DATS
TEMPERATURE_END_DATE,DATS
FRBJEND2,DATS
PLAN_OPEN_DATE,DATS
CSTG_DATE,DATS
CANDAT,DATS
INCIDENT_END_DATE,DATS
PLSEZPRJ,DATS
EKDBI,DATS
LEIND_1,DATS
INBDA12,DATS
EC_INV_DT,DATS
BILLINGDATE_FROM,DATS
DIST_DATE,DATS
REC_DATE_AC,DATS
/BEV1/CLREQDAT,DATS
DSSDATE,DATS
PROBABLEEND,DATS
CONDPRCGDT,DATS
S_LADAT,DATS
DBEZUGRUECK,DATS
PER_EDATE,DATS
STRMN,DATS
STDDA,DATS
DATE_FOR_6B_ESTG,DATS
TTX_RGSD,DATS
EFFDATE,DATS
CORR_CERDT,DATS
SDATEPOSTL,DATS
WN_DATE_FROM_10,DATS
EGEND,DATS
RCL_VALID_FROM,DATS
DATEDOC,DATS
ENDD07,DATS
VATD_DATE_MAX,DATS
DSCT_DATE2,DATS
GAIN_REL_DATE,DATS
FDTGU_DS,DATS
OPDAT,DATS
CALDATE,DATS
INSTDECDATE,DATS
WT_CONVDT,DATS
LASTRUNDATE1,DATS
ZADAV,DATS
KAL_VON,DATS
SZISABRZ,DATS
ENDE_ABW,DATS
PFROM,DATS
OTRA_FEC,DATS
NXT_PAYMENT_DT,DATS
TERM_NOTICE_DATE,DATS
DGULTAB,DATS
DBLFZ_VTBFHA,DATS
ISU8A,DATS
OP6BWIDT,DATS
ISSUEDD,DATS
ABS_FROM,DATS
END_DATE_I,DATS
PERBG_1ABG,DATS
VSPTAG,DATS
SPRSDAT_2,DATS
PLAN_FR,DATS
ACBDT,DATS
AVKUEAM,DATS
SETTLEMENT_VALID_FROM,DATS
P2198,DATS
RAT_FIN_DATE,DATS
RGVALIDTO,DATS
DZUSTIM,DATS
FSSLD,DATS
X00MUNFDAT,DATS
BEGLL,DATS
END66,DATS
N3BG_BHA6,DATS
ENDMLFNDATE,DATS
VERFBKTAG,DATS
PLN_RELEASE,DATS
ENDDASTD,DATS
VONPE_AB,DATS
RI_ENDDT,DATS
ENDDA_CMP,DATS
DATBI_KOART,DATS
COEND,DATS
LNDREG_DAT,DATS
START_REC,DATS
DATLWB,DATS
SEL_PERIOD_END,DATS
EVALENDDA,DATS
PRUSR09,DATS
DEFINEDAT_DT,DATS
ANN08,DATS
EAMS_DATUV,DATS
STATUS_DBEAR,DATS
STACK_SDATOLD,DATS
MOVE_OUT_DATE,DATS
SP_MARRIAGEDATE,DATS
BENEFIT_BEGDA,DATS
ZINBG07,DATS
AGEREV,DATS
PEDD28,DATS
CALC_PERHI,DATS
PAT_VERGB,DATS
VALIDITY_DATE,DATS
TERMN,DATS
GR_END_DATE,DATS
VALIDATION_DATE,DATS
CHK_CHANGED_ON,DATS
APD08,DATS
QSTVADAT,DATS
BASIC_FINISH,DATS
DEPERIOD,DATS
MD_DATUM,DATS
SDATEES,DATS
NBGDT,DATS
CR_FR_DATE,DATS
RUN_ST_DT,DATS
AUSDT_PL,DATS
ASS_FROM,DATS
IVBEGDA,DATS
GUELTIG_AB,DATS
MIENKUEN,DATS
MTORD_ST_DAT,DATS
PROCESS_VALIDITY_ENDDA,DATS
LEAVE_DATE,DATS
QTYSTRDATE,DATS
DPREG,DATS
DZSGLT_MAX,DATS
ZA_DATE,DATS
UTD06,DATS
CURR_DATE2,DATS
GRUVO,DATS
RELEASINGDATE,DATS
CR_ENTRY_DATE,DATS
MRDATEOFMAXIMUM,DATS
ACC_FROMDATE_P,DATS
LEGAL_DUNN_ON,DATS
EVBGD,DATS
FECHA_VND,DATS
DATANCTITUL,DATS
DATE_OLD,DATS
MPEDAT01,DATS
WSECKDATUM2,DATS
WEBPUBLICATION_DATE_FROM,DATS
EQCONFERDATE_EX,DATS
DZFEST_R,DATS
ACT_ENDDA,DATS
FPEND_K,DATS
CONDVALIDFROM_BD06,DATS
GSTRP_HEAD,DATS
P45DL1,DATS
LAST_ARCH_DATE,DATS
GNDAT,DATS
ENDDA_1001,DATS
END69,DATS
PLENTRYDATE,DATS
DATRD,DATS
END_DAT,DATS
VERDAT_BIS,DATS
SEPDT,DATS
LASDA,DATS
GBDBEINTR,DATS
MC_DATE,DATS
NT1N_RET_DOC_DATE,DATS
FI_DOCUMENT_DATE,DATS
T2_LIC1_VALFROM,DATS
UMSDAP,DATS
SSDTE,DATS
MJVALFR,DATS
NTCALCTENANT,DATS
DATE_OF_START,DATS
IN_ENDDA,DATS
T5_MNDATEADO,DATS
ZUZ_BLDAT,DATS
MVMT_DATE,DATS
BEGDAINKPER,DATS
PREQ_REQ_DATE,DATS
DBIS_BW,DATS
CLRLO_TDATE,DATS
ACE_EFFD,DATS
PTO04,DATS
FIXFITCHTO,DATS
VALUE_MAINTENANCE_AT_DATE,DATS
STARTDT,DATS
VAL_VALID_TO,DATS
CHECKING_DATE,DATS
CKEND,DATS
RATING_VALID_DATE,DATS
CFG_DATE,DATS
BASIC_SCH_FINISH,DATS
X00G_AUBIS,DATS
DWAFV,DATS
REPMT_START_DATE,DATS
QENDD,DATS
BON_BEGDA,DATS
CONTDAT,DATS
PP_DZTRM,DATS
MBDAT_EO,DATS
DATE_COUNT,DATS
LFBEG,DATS
ANAL_END,DATS
DORDERB,DATS
LBVTO,DATS
VALID_FRM,DATS
VALIDITY_END,DATS
CASHB_SDAT,DATS
LGA_ENDDA,DATS
PRE_ENTDT,DATS
DOBREPR,DATS
ORG_INV_DATE,DATS
INH_BEGDA_BUKRS,DATS
C_CHD_SA_DT,DATS
ASS_END,DATS
INVLOCKRVON,DATS
EFF_FROM_DT_HIGH,DATS
EF_LOADING_DATE,DATS
LAUFZEIT_VON,DATS
BEGD1,DATS
CRT_DATE_LOWER_LIMIT,DATS
CALC_DATE,DATS
PEDTE,DATS
GLBDT,DATS
FIXPLAN,DATS
CSFCR,DATS
V0509,DATS
RECNDACTIVCN,DATS
P_DABRZ,DATS
ENDDATE22,DATS
GUELTIG_VON,DATS
UTD20,DATS
DETERMDATE,DATS
ERSDAA,DATS
ZHIGH,DATS
DEDU_BEGDA1,DATS
LV_EDATE_MONTH,DATS
ASYNC_JOB_STRT_DT,DATS
DBRA_EABEG,DATS
APPDT44,DATS
STUDY_OBJECT_BEGDA,DATS
ATDTB_02,DATS
N3A_F12A44,DATS
F_FS_DATE_TO,DATS
NVEDT,DATS
CDT08,DATS
SGPRD,DATS
EARL_SCHED_START_DATE_TEARD,DATS
C_HEABD,DATS
SUBS_RNT_F,DATS
NOTICEDATE,DATS
REQ_FROM,DATS
AR_TRAV_N,DATS
EETRM,DATS
CURR_STATUS_UPDATED_AT_DATE,DATS
KMDAT,DATS
DASTARTDT,DATS
USMD_RELEASED_AT_DATE,DATS
BDTEH,DATS
FRPER,DATS
BEGDAFWL,DATS
KUG_ENDDA,DATS
AWENDDATE,DATS
UTD28,DATS
MSRBGNDATEV,DATS
N4PBERDAT,DATS
SP_DATE,DATS
STARTDATE_CALC,DATS
REVIEW_FROM_DATE,DATS
REF_EFF_TO_DT,DATS
APF07,DATS
PERIOD_END_DATE,DATS
RELEASEDAY,DATS
FKDATREKL,DATS
BUDAT4,DATS
CERT_VALID,DATS
BEGTR,DATS
DECHENTRE,DATS
D1,DATS
EARLIEST_PERS_T_EVAL_RA_DATED,DATS
ERDATK,DATS
MPLAN_DATE,DATS
ISSUED_INVOICE_DATE,DATS
BUDATA,DATS
LIFE_START,DATS
D07_CTBEG,DATS
PORTION_DATE,DATS
DKUEND,DATS
PASSENGER_BIRTH_DATE,DATS
N3BGNACH,DATS
DEDU_ENDDA,DATS
LAST_MENSTRUAL_PERIOD,DATS
RESUBMIT_DATE,DATS
DANDRE,DATS
EXERCISE_DATE3,DATS
DGUELB10,DATS
PERDAT,DATS
BANKDETVALIDFROM,DATS
FI_REVERSAL_DATE,DATS
RCBE7,DATS
GGANENDDAT,DATS
END51,DATS
SD_SEL_DATA,DATS
EWSTR,DATS
TRANSACTION_START_PA,DATS
LSBEG,DATS
DANDRE_CD,DATS
PLNDPDATE3,DATS
ECCDATE,DATS
UP_SDATE,DATS
PER_BEGDA,DATS
VD_REG_DAT_5,DATS
DATE07,DATS
PRE2_SSEDD,DATS
PLBEG,DATS
ERSTELLDAV,DATS
EILDT_P,DATS
HEABD,DATS
EINDT_EO,DATS
PRICNGDT,DATS
FSDAC,DATS
PAY99,DATS
FERE2,DATS
OUTPUTDATE,DATS
KNKK_SBDAT,DATS
DLE02,DATS
PLFAZ,DATS
USETS,DATS
VALID_FROM_DATE_2,DATS
DATE31,DATS
DATE03,DATS
FZGEB,DATS
N1BEGDT,DATS
BEGDAE2_YRMIN0,DATS
DATVZ,DATS
DDI,DATS
CANCDATE,DATS
CR_DATE_LOW,DATS
BEGD08,DATS
SIZE_DATE,DATS
ORDPER_FROM,DATS
ENDDA_SZ,DATS
PL_DATAB,DATS
PREP_DATE,DATS
DATE_1,DATS
UVN,DATS
J_3GERSDA,DATS
BEGDA_NEUT,DATS
OTHERDT2,DATS
PLANED_DATE,DATS
DATEEMPTY,DATS
ABHZT,DATS
LOW_VALUE_DATE,DATS
ENDD1,DATS
LWEDT_BT,DATS
DOWNLOAD,DATS
TRAVEL_DATE,DATS
VERKAUFVON,DATS
FLD1,DATS
FZEND,DATS
PRD_DT,DATS
SM_506_STORDATE,DATS
SBEGDSTR,DATS
ELIDT,DATS
AFABG01,DATS
DA1,DATS
NW_OWN_EFF_FROM_DT,DATS
VALIDTO_INV,DATS
MOVEMNT_DATE_BEG,DATS
EINDT_E,DATS
FLIGHTDATE,DATS
P_STODT,DATS
UPPER_BOUNDARY_BIRTH_DATE,DATS
START_SELECTION,DATS
END_ADJUSTMENT_PERIOD,DATS
O_DABRZ,DATS
KGA30,DATS
N3_BGTAG,DATS
DATE_TO_SCALE,DATS
IN_EVENT_DAT,DATS
DANDRE_PI,DATS
PERND_LABG,DATS
RELEASED_DATE,DATS
APPDT6,DATS
TBDAT,DATS
BEGDA_0071,DATS
RW1DT,DATS
JHABRDAT,DATS
PORTION_VALID_FROM,DATS
ACC_ENDDA,DATS
DREPAY_DUE1,DATS
OBLIGATION_TO_OFFER,DATS
DATAFROM,DATS
CHANGED_D,DATS
PART_AP_DATE_SET,DATS
ENDDA,DATS
STTDT,DATS
INBDA11,DATS
AGR_VALID_TO,DATS
COND_ITEM_PERC_RATE_FIXING_DTE,DATS
RATT_ENDDA,DATS
DATE_TOPOT,DATS
SIDAT,DATS
CMNGV,DATS
JIT_KMP_FDAY,DATS
OLAP_MODE_LAST_DATE,DATS
ADJMDECLINEDATE,DATS
MBDAT_E,DATS
CONF_REM_POSTING_DATE,DATS
VPDAB,DATS
DANPASS_RENT_ADJ_MIN,DATS
DATEBPT,DATS
BOUDF2,DATS
LZVON,DATS
PAY_TRANS_INIT_BANK_ACC_VDATE,DATS
P5132_APPL_DATE,DATS
DE_REG_ON,DATS
UADAT,DATS
J_1ICHLNDT,DATS
PERIOD_TO04,DATS
INT_REC_DATE_AC,DATS
UAB_EOL_DATE,DATS
NEW_PROGRAM_BEGDA,DATS
VALT,DATS
SAMPDATET,DATS
SPADJ_DT,DATS
EAODA3,DATS
LFBARDAT,DATS
ROPLANVALIDFROM,DATS
CLODT,DATS
ASSDT,DATS
LFDAT_1,DATS
FTRMS_V,DATS
WF_DED,DATS
LEMAHN,DATS
ENDIR,DATS
FKDAT1,DATS
DZTERM_R_OUT,DATS
WWERT_INV,DATS
POS_VENDDA,DATS
PERIOD_BEG,DATS
ERLEDIGT,DATS
BMOVE_DATE,DATS
AS4DATEI,DATS
ARBEG,DATS
BEGDA_EQ,DATS
ACTION_DATE_REQ,DATS
LATESTED_EVENT_EXPECTED_DATE,DATS
DATUM3,DATS
DATFM1,DATS
GOODS_ISSUE_DATE,DATS
VOL17,DATS
CONTR_BEGIN,DATS
LAEDA_S,DATS
CLEAN_START_DATE,DATS
UVN09,DATS
GLTGV,DATS
DBZK_VBEN,DATS
OLP_ENDE,DATS
AREPABDAT,DATS
ITEND,DATS
END_PLAN_HORIZON,DATS
DATEP,DATS
IT_RF07_DTFINE,DATS
ABBEG,DATS
CFDUEDATE,DATS
KUGEND,DATS
VBEGDAT,DATS
PRODATE,DATS
LATEST_TERMSTART,DATS
DGULTAB_10,DATS
INH_LED,DATS
OWNMEASVALIDFROM,DATS
DVKBIS,DATS
GBLGP,DATS
SRV_OPENDATE_TO,DATS
GIDAB,DATS
EXAM_RESIT_FDATE,DATS
PDUV03,DATS
RTEND,DATS
CL_EDDATE,DATS
DANDPFL_CD,DATS
INTBUDAT,DATS
GCNM050_01,DATS
P2192,DATS
MIAEND,DATS
AINDT,DATS
ZAHLBEGINN,DATS
MAXMANDT,DATS
DATE_OF_CANCELATIONATUS,DATS
LAST_ADDN,DATS
SPRSDAT,DATS
WI_DED,DATS
TAX_TRANSFER_DUE_DATE,DATS
LFDAT_DEL,DATS
DLIQUID,DATS
ADBEG,DATS
DATBI_NEW,DATS
QUARANTINE_DATE,DATS
VALUE_DATE_ORIGINAL,DATS
PRBEG02,DATS
ABRDATE,DATS
BB_DATE_PO,DATS
BITDATE,DATS
NFAEL,DATS
DTFINE,DATS
CONTENDDAT,DATS
CI_DATE,DATS
BEGINDATE24,DATS
DATE_COMPLETION,DATS
CLRLO_FDATE,DATS
BEG16,DATS
PAYMX,DATS
GBBEG_T,DATS
PA0008_STVOR,DATS
FLDAT,DATS
CLOSDATE,DATS
ENDDATE_MAINREC,DATS
ISMSTARTDATE,DATS
EMPL_UNTIL,DATS
KOSED,DATS
TRMDATE,DATS
CDT03,DATS
DBPS_ZRBG,DATS
MIN_ENDDT,DATS
DBLFZNEU,DATS
IPEND_REF,DATS
CLOSEDATE,DATS
LISTDATE,DATS
P45ID,DATS
EDATM,DATS
APPROVDATE,DATS
IMPORTED_DATE,DATS
RECEIVE_INTEREST_EFFECTIVE_FRO,DATS
OLD_ANGDT,DATS
CAS_STDAT,DATS
POLSUM_CURR_DT,DATS
DBATCH,DATS
MSGTYDATE,DATS
REALMOVEINDATE,DATS
PNEND,DATS
MAIN_BEGDA,DATS
RECEIVER_TRANSACTION_DATE,DATS
DBEG,DATS
WEDVZ,DATS
AZ5ASTAG,DATS
DATE_BIS,DATS
URUECKDA,DATS
DB6REODATE,DATS
DRI1_BIRTHDT,DATS
DHTIEF,DATS
ABS_BEGDA_02,DATS
MONDATE,DATS
SPLITDATE_ACTIVE,DATS
VKSDT,DATS
DATBIADM,DATS
DDESEMB,DATS
LATEST_PO_DATE,DATS
DATLIS,DATS
TO_CREATED_ON_DATE,DATS
EVENT_FROM,DATS
BUDAT_IK,DATS
MSCDATE,DATS
OBJRULEVALIDFROM,DATS
SESENDDATE,DATS
G2_LIC2_VALFROM,DATS
DGABANRT_I4,DATS
CHAN_TSTUT,DATS
EX2DGUELBIS,DATS
DELIVERY_FROM,DATS
