FIELDNAME,LANGUAGE,TEXT
BKON3,E,Bank Control Key
BKONT,D,Kontrollschl.
BKONT,E,Control key
BKORT,D,Ort
BKORT,E,City
BKPLZ,D,PLZ / Ort
BKPLZ,E,P.Code/City
BKREF,D,Referenz
BKREF,E,Reference
BKRF1,E,Reference specifications for bank details
BKRF2,E,Reference specifications for bank details
BKRF3,E,Reference specifications for bank details
BKTOA,E,Changed On
BKTXT,D,Belegkopftext
BKTXT,E,Doc.Header Text
BKZER,D,SperreErl Ist
BKZER,E,Lock act. rev.
BKZKP,D,Pr.Kostensp.Ist
BKZKP,E,Lock Act.PCosts
BKZKS,D,Sk.Kostensp Ist
BKZKS,E,Actl sec. costs
BKZOB,D,OblFortschrbng
BKZOB,E,Commitment
BLA2D,D,Belegart ZB
BLA2D,E,Doc. type AD
BLAND,D,Region
BLAND,E,Region
BLANZ,D,Blattanzahl
BLANZ,E,No. of sheets
BLART,D,Belegart
BLART,E,Document Type
BLART_1,D,Belegart
BLART_1,E,Document Type
BLATT,D,Blattnummer
BLATT,E,Page number
BLAUF,E,Changed On
BLAUM,D,BelegartUmbew
BLAUM,E,Doc. type rev.
BLCKD,D,Sperr-Kz
BLCKD,E,Block
BLCKT,D,Sperrtext
BLCKT,E,Blocking Text
BLDAT,D,Belegdatum
BLDAT,E,Document Date
BLDAT_1,D,Belegdatum
BLDAT_1,E,Document Date
BLEHR,D,Art Belehrung
BLEHR,E,Instruct.type
BLIND,D,Belegindex
BLIND,E,Document Index
BLKLS,E,Document Class
BLK_REASON_ID,D,Sperrgrund - ID
BLK_REASON_ID,E,Block Reason ID
BLK_REASON_TXT,D,Sperrgrund - Text
BLK_REASON_TXT,E,Block Reas. Text
BLLIN,D,Blockzeile
BLLIN,E,Block line
BLNBT,D,Präf.Betr.
BLNBT,E,Pref.amount
BLNKZ,D,Präf.Kennz.
BLNKZ,E,Subs.ind.
BLNKZ_1,D,Präf.Kennz.
BLNKZ_1,E,Subs.ind.
BLNPZ,D,Präf.Proz.
BLNPZ,E,Pref. % rate
BLOCK,D,Kennzeichen: Beleg für Archivierung vorgemerkt
BLOCK,E,Indicator: Document preselected for archiving
BLTXT,D,Belegkopftext
BLTXT,E,Doc.Header Text
BMATN,D,BstGef. Mat.
BMATN,E,Int. material no.
BMEIH,D,Einheit
BMEIH,E,Unit
BMEIN,D,Bestell-ME
BMEIN,E,Order Unit
BMENG,D,Menge
BMENG,E,Quantity
BMENG_DISP,D,Menge
BMENG_DISP,E,Quantity
BMETHOD,E,Billing Method
BMSCH,D,Basismenge
BMSCH,E,Base Quantity
BMSCH_1,D,Basismenge
BMSCH_1,E,Base Quantity
BMSCH_1_DISP,D,Basismenge
BMSCH_1_DISP,E,Base Quantity
BMSCH_DISP,D,Basismenge
BMSCH_DISP,E,Base Quantity
BMVRG,D,Bestellmenge
BMVRG,E,Order quantity
BMVRG_DISP,D,Bestellmenge
BMVRG_DISP,E,Order quantity
BNAME,D,Blockname
BNAME,E,Block name
BNBTR,D,BezugsnKosten
BNBTR,E,Delivery costs
BNDDT,D,Bindefrist
BNDDT,E,Binding Period
BNFPO,D,Banf-Position
BNFPO,E,Requisn Item
BNFPO_1,D,Banf-Position
BNFPO_1,E,Requisn Item
BNFPO_CS,D,CS-Banfpos
BNFPO_CS,E,CS PReqItm
BNKAN,D,NebenkostAnteil
BNKAN,E,DCs share
BNKAN_FW,D,NebenkostAnteil
BNKAN_FW,E,DCs share
BNKEY,D,Bankschlüssel
BNKEY,E,Bank Key
BNKL1,E,Bank Keys
BNKL2,E,Bank Keys
BNKL3,E,Bank Keys
BNKLZ,D,Bankleitzahl
BNKLZ,E,Bank number
BNKN1,E,Bank account number
BNKN2,E,Bank account number
BNKN3,E,Bank account number
BNKS1,E,Bank country key
BNKS2,E,Bank country key
BNKS3,E,Bank country key
BNKSA,D,Bankverbndgsart
BNKSA,E,Bank detail ty.
BOIDT,D,Bonusindex
BOIDT,E,Rebate index
BOIND,D,AbrIndex aktiv
BOIND,E,SS Index Active
BOKRE,D,Bonus
BOKRE,E,Rebate
BOLNR,D,Frachtbrief
BOLNR,E,Bill of lading
BOLRE,D,Nachtr. Abr.
BOLRE,E,Subseq. Settlmt
BOMAT,D,Abrechnungsmat.
BOMAT,E,Matl f. settl.
BONBA,D,Bonusbasis
BONBA,E,Rebate basis
BONDT,D,Zahldatum
BONDT,E,Payment date
BONEM,D,BonusEmpfäng
BONEM,E,Rebate recip.
BONFB,D,Betrag
BONFB,E,Amount
BONSM,D,SpezifSchema
BONSM,E,Specific proc.
BONUS,D,AbrechGruppe 1
BONUS,E,Sett. Group 1
BONYN,D,Bonuszahlungen
BONYN,E,Bonus payments
BOPNR,D,BO Profil
BOPNR,E,LB profile
BORGR_GRP,E,Inbound Dely Group: Multi-Level Goods Receipt Automotive
BORVF,E,Billing document is relevant for rebate processing
BOSTA,D,Status KondSatz
BOSTA,E,Cond.Rec Status
BOTEXT,D,Bezeichnung
BOTEXT,E,Description
BPAMT,D,Nachsteuer Betrag
BPAMT,E,Post-Tax Amount
BPEFF,D,Effektivpreis
BPEFF,E,Effective Price
BPHINR,D,Bereich
BPHINR,E,Area
BPLAKT,D,Bew.plan aktiv
BPLAKT,E,Cht.deprec.actv
BPLAN,D,ArbgLeistPlan
BPLAN,E,Benefit plan
BPMNG,D,Menge BPME
BPMNG,E,Qty in OPUn
BPMNG_1,D,Menge BPME
BPMNG_1,E,Qty in OPUn
BPMNG_1_DISP,D,Menge BPME
BPMNG_1_DISP,E,Qty in OPUn
BPMNG_DISP,D,Menge BPME
BPMNG_DISP,E,Qty in OPUn
BPMNG_F,D,Menge BPME (Float)
BPMNG_F,E,Qty OPUn (Float)
BPMNG_POP,D,Menge BPR
BPMNG_POP,E,Qty. in OPUn
BPMNG_POP_1,D,Menge BPME
BPMNG_POP_1,E,Qty in OPUn
BPMNG_POP_DISP,D,Menge BPR
BPMNG_POP_DISP,E,Qty. in OPUn
BPPCT,D,Nachsteuer Prozent
BPPCT,E,Post-Tax Percentage
BPPERSON,E,Business Partner GUID
BPRBM,D,LiefRchgMe BP
BPRBM,E,InvQty POunit
BPRBM_DISP,D,LiefRchgMe BP
BPRBM_DISP,E,InvQty POunit
BPRME,D,BestellprsME
BPRME,E,Order Price Un.
BPRME_1,D,BestellprsME
BPRME_1,E,Order Price Un.
BPROF,D,Budgetprofil
BPROF,E,Budget Profile
BPT01,D,Prozent
BPT01,E,Percent
BPT02,D,Prozent
BPT02,E,Percent
BPT03,D,Prozent
BPT03,E,Percent
BPT04,D,Prozent
BPT04,E,Percent
BPT05,D,Prozent
BPT05,E,Percent
BPT06,D,Prozent
BPT06,E,Percent
BPT07,D,Prozent
BPT07,E,Percent
BPT08,D,Prozent
BPT08,E,Percent
BPT09,D,Prozent
BPT09,E,Percent
BPT10,D,Prozent
BPT10,E,Percent
BPT11,D,Prozent
BPT11,E,Percent
BPT12,D,Prozent
BPT12,E,Percent
BPT13,D,Prozent
BPT13,E,Percent
BPT14,D,Prozent
BPT14,E,Percent
BPT15,D,Prozent
BPT15,E,Percent
BPT16,D,Prozent
BPT16,E,Percent
BPT17,D,Prozent
BPT17,E,Percent
BPT18,D,Prozent
BPT18,E,Percent
BPT19,D,Prozent
BPT19,E,Percent
BPT20,D,Prozent
BPT20,E,Percent
BPTTX,D,Nachsteuerbeitrag s.
BPTTX,E,Start Pst-Tax Immed.
BPUEB,D,Bestellpreis
BPUEB,E,PO Price
BPUMN,D,Mengenumrechn
BPUMN,E,Qty Conversion
BPUMZ,D,Mengenumrech
BPUMZ,E,Qty Conversion
BPUNT,D,Nachsteuer Einheiten
BPUNT,E,Post-Tax Units
BPWEB,D,Bew. WE Sp BPME
BPWEB,E,Val. GR BS OPUn
BPWEB_DISP,D,Bew. WE Sp BPME
BPWEB_DISP,E,Val. GR BS OPUn
BPWES,D,WE-Sperrbstd
BPWES,E,GR blocked stck
BPWES_DISP,D,WE-Sperrbstd
BPWES_DISP,E,GR blocked stck
BPWTY,D,AN Bonus
BPWTY,E,EE bonus
BRAN1,D,Branchencode 1
BRAN1,E,Industry Code 1
BRAN2,D,Branchencode 2
BRAN2,E,Industry code 2
BRAN3,D,Branchencode 3
BRAN3,E,Industry code 3
BRAN4,D,Branchencode 4
BRAN4,E,Industry code 4
BRAN5,D,Branchencode 5
BRAN5,E,Industry code 5
BRANC,D,Branche
BRANC,E,Industry
BRANCH,D,Filiale
BRANCH,E,Branch
BRAND,D,Brandabschnitt
BRAND,E,Fire-cont.sect.
BRAND_ID,D,Marke
BRAND_ID,E,Brand
BREAKS,D,Pausengenau
BREAKS,E,Exact breaks
BREIT,D,Breite
BREIT,E,Width
BREIT_DISP,D,Breite
BREIT_DISP,E,Width
BREST,D,Restbetrag
BREST,E,Remaining amnt
BRGEW,D,Bruttogewicht
BRGEW,E,Gross Weight
BRGEW_DISP,D,Bruttogewicht
BRGEW_DISP,E,Gross Weight
BRGRU,D,Berechtigung
BRGRU,E,Authorization
BRNCH,D,Zweigstelle
BRNCH,E,Bank Branch
BROLL,D,Vorsteuerübertrag
BROLL,E,Pre-Tax Rollover
BRSCH,D,Branche
BRSCH,E,Industry
BRTWR,D,Bruttowert
BRTWR,E,Gross value
BRTXT,D,Branchenschl.
BRTXT,E,Industry Key
BRTYP,D,BetrRegeltyp
BRTYP,E,Amt rule type
BRWTY,D,Arbg. Bonus
BRWTY,E,Employer bonus
BR_QUANT,D,Anz. Mengeneht.
BR_QUANT,E,No. of UoMs
BR_QUANT_DISP,D,Anz. Mengeneht.
BR_QUANT_DISP,E,No. of UoMs
BR_QUNIT,D,MEht.
BR_QUNIT,E,Unit of Measure
BR_TIME,D,Anz. Zeiteht.
BR_TIME,E,No. Time Units
BR_TIME_DISP,D,Anz. Zeiteht.
BR_TIME_DISP,E,No. Time Units
BR_TUNIT,D,ZEht.
BR_TUNIT,E,Time Unit
BSAKZ,D,Steuerung
BSAKZ,E,Control
BSARK,D,Bestellart
BSARK,E,Pur. ord. type
BSARK_E,D,Bestellart
BSARK_E,E,Pur. ord. type
BSART,D,Belegart
BSART,E,Document Type
BSART_1,D,Belegart
BSART_1,E,Document Type
BSCHL,D,Buchungsschl.
BSCHL,E,Posting key
BSCHL1,E,Relationship key for branch operation of parallel sequences
BSCHL2,E,Relationship key for return operation of parallel sequences
BSCUR,E,Currency for basic pay
BSDTE,E,Cutoff day for calculating base salary
BSGRD,D,BeschGrad
BSGRD,E,Cap.util.lvl
BSGRU,D,Bestellgrund
BSGRU,E,Reason for Ord.
BSKRF,D,Best.Kor.Faktor
BSKRF,E,Inven.cor.fact.
BSMNG,D,Bestellmenge
BSMNG,E,PO Quantity
BSMNG_DISP,D,Bestellmenge
BSMNG_DISP,E,PO Quantity
BSMNG_SND,D,Best.menge Sender
BSMNG_SND,E,PO Qty Sender
BSMNG_SND_DISP,D,Best.menge Sender
BSMNG_SND_DISP,E,PO Qty Sender
BSSAL,E,Calculation Base for Compensation Adjustments
BSTAE,D,BestätSteuerung
BSTAE,E,Conf. Control
BSTAR,D,Bestandsart
BSTAR,E,Stock Type
BSTAT,D,Belegstatus
BSTAT,E,Doc.status
BSTAT_1,D,Belegstatus
BSTAT_1,E,Doc.status
BSTDK,D,Bestelldatum
BSTDK,E,PO date
BSTDK_E,D,Bestelldatum
BSTDK_E,E,PurchOrderDate
BSTDT,D,Bestellt am
BSTDT,E,Ordered on
BSTFE,D,Feste Losgr
BSTFE,E,Fixed lot size
BSTFE_DISP,D,Feste Losgr
BSTFE_DISP,E,Fixed lot size
BSTKD,D,Bestellnummer
BSTKD,E,PO number
BSTKD_E,D,Bestellnummer
BSTKD_E,E,PO Number
BSTKD_M,D,Bestellnummer
BSTKD_M,E,PO Number
BSTMA,D,Höchstmenge
BSTMA,E,Max. Quantity
BSTMA_DISP,D,Höchstmenge
BSTMA_DISP,E,Max. Quantity
BSTME,D,Bestell-ME
BSTME,E,Order Unit
BSTMG,D,Menge in BME
BSTMG,E,Qty in OUn
BSTMG_DISP,D,Menge in BME
BSTMG_DISP,E,Qty in OUn
BSTMI,D,MindLosgröße
BSTMI,E,Min. Lot Size
BSTMI_DISP,D,MindLosgröße
BSTMI_DISP,E,Min. Lot Size
BSTNK,D,Bestellnummer
BSTNK,E,PO number
BSTNK_VF,D,Bestellnummer
BSTNK_VF,E,PO number
BSTNR,E,Purchase Order Number
BSTPO,E,Purchase Order Item Number
BSTRF,D,Rundungswert
BSTRF,E,Rounding value
BSTRF_DISP,D,Rundungswert
BSTRF_DISP,E,Rounding value
BSTVP,D,Bestandsverpr.
BSTVP,E,Stock check
BSTYP,D,Belegtyp
BSTYP,E,Doc. Category
BSTYP_1,D,Belegtyp
BSTYP_1,E,Doc. Category
BSTYP_2,D,Belegtyp
BSTYP_2,E,Doc. Category
BSTZD,D,Zusatz
BSTZD,E,Supplement
BSWGT,E,Wage Type as Calculation Base
BSWTY,D,Grundlage
BSWTY,E,Base
BTANR,D,TA-Nummer
BTANR,E,TO number
BTAPS,D,TA-Position
BTAPS,E,Tr.order item
BTBEZ,D,Bezeichnung
BTBEZ,E,Description
BTEXT,D,PTBText
BTEXT,E,PS text
BTGEW,D,Gesamtgewicht
BTGEW,E,Total Weight
BTPLN,D,Betr.TPL
BTPLN,E,FLoc. affected
BTR01,D,Abgelt.Betrag
BTR01,E,Compens.amount
BTR02,D,Abgelt.Betrag
BTR02,E,Compens.amount
BTR03,D,Abgelt.Betrag
BTR03,E,Compens.amount
BTR04,D,Abgelt.Betrag
BTR04,E,Compens.amount
BTR05,D,Abgelt.Betrag
BTR05,E,Compens.amount
BTR06,D,Abgelt.Betrag
BTR06,E,Compens.amount
BTRKL,D,Betragsklasse
BTRKL,E,Amount Class
BTRTE,D,Betriebsteil
BTRTE,E,Pers.subarea
BTRTL,D,PersTeilbereich
BTRTL,E,Pers. subarea
BTTYP,D,PBS-Überwsgsart
BTTYP,E,PBSTransferType
BTWTY,D,Techn. Bonus
BTWTY,E,Techn. bonus
BTYP,D,Prozeßtyp
BTYP,E,Process Cat.
BTYP1,E,Type of bank in a bank chain (correspondent  intermediary)
BTYP2,E,Type of bank in a bank chain (correspondent  intermediary)
BTYP3,E,Type of bank in a bank chain (correspondent  intermediary)
BTYPE,D,Abrechnungstyp
BTYPE,E,Billing ind.
BTZNR,E,Assignment of Transfers
BUALT,D,Betrag
BUALT,E,Amount
BUBKZ,D,Prüfziffer
BUBKZ,E,Check digit
BUCHK,D,Buchungsstatus
BUCHK,E,Posting Status
BUCHM,D,Buchmenge
BUCHM,E,Book quantity
BUCHM_DISP,D,Buchmenge
BUCHM_DISP,E,Book quantity
BUCHW,D,Buchwert
BUCHW,E,Book value
BUDAT,D,Buchungsdatum
BUDAT,E,Posting Date
BUDAT_1,D,Buchungsdatum
BUDAT_1,E,Posting Date
BUDAT_MKPF,E,Posting Date in the Document
BUDGET_PD,D,Budgetperiode
BUDGET_PD,E,Budget Period
BUDGET_PD2,D,Budget Periode
BUDGET_PD2,E,Budget Period
BUDGET_PD_1,D,Budgetperiode
BUDGET_PD_1,E,Budget Period
BUDG_TYPE,D,Budgetart
BUDG_TYPE,E,Budget Type
BUFFERTIME,D,Zeitpuffer
BUFFERTIME,E,Time Buffer
BUFFERTIME_UNIT,D,Maßeinheit
BUFFERTIME_UNIT,E,Unit of Measure
BUGJAHR,E,Fiscal Year
BUHBKT,D,Kz.Hauptbuchkto
BUHBKT,E,Ind.: G/L acct.
BUILDING,D,Gebäudekürzel
BUILDING,E,Building Code
BUILDING_1,D,Gebäudekürzel
BUILDING_1,E,Building code
BUKRS,D,Buchungskreis
BUKRS,E,Company Code
BUKRSI,D,Herk.BuchKreis
BUKRSI,E,CoCode origin
BUKRS_1,D,Buchungskreis
BUKRS_1,E,Company Code
BUKRS_2,D,Buchungskreis
BUKRS_2,E,Company Code
BUKRS_3,D,Buchungskreis
BUKRS_3,E,Company Code
BUKRS_4,D,Buchungskreis
BUKRS_4,E,Company Code
BUKRS_5,D,Buchungskreis
BUKRS_5,E,Company Code
BUKRS_GLOB,D,BuKrs Global
BUKRS_GLOB,E,Global CoCde
BUKRS_NTR,D,BuchkrNtrAbre
BUKRS_NTR,E,CoCdSubsStlmt
BUKRS_VF,D,FaktBuchungsKrs
BUKRS_VF,E,CCodeToBeBilled
BUKZ,D,Sperrkennzeichen
BUKZ,E,Blocking indicator
BUMNG,D,Unterdeckung
BUMNG,E,Shortage
BUMNG_DISP,D,Unterdeckung
BUMNG_DISP,E,Shortage
BUNAME,D,Autor
BUNAME,E,Author
BUPERIO,E,Posting period
BUPLA,D,Geschäftsort
BUPLA,E,Business Place
BUREG,D,ATGruppe
BUREG,E,Distr.rule grp
BUSAB,D,Sachb.Buchh.
BUSAB,E,Acctg clerk
BUSML,D,Exp.business m.
BUSML,E,Exp.business m.
BUSTM,D,Mengenstring
BUSTM,E,Quantity string
BUSTR,D,BuchungsStr-Ref
BUSTR,E,Pstng strng ref
BUSTW,D,Wertestring
BUSTW,E,Value String
BUTIM,E,Posting date in the document
BUTXT,D,Name der Firma
BUTXT,E,Company Name
BUVAR,D,Bildvariante
BUVAR,E,Screen variant
BUYER_REG,E,Buyer VAT Registration Number
BUZEI,D,Buchungszeile
BUZEI,E,Posting row
BUZEI_1,D,Buchungszeile
BUZEI_1,E,Posting row
BUZEI_2,D,Position
BUZEI_2,E,Line item
BUZID,D,BuchZeil.-Id
BUZID,E,Line item ID
BUZUM,D,Position
BUZUM,E,Line item
BVALT,E,Procurement alternative/process
BVALTNR,D,Alt./Prozeß
BVALTNR,E,PrcrmntAlt/proc
BVDAT,D,BankBuchungsdat
BVDAT,E,Bank pstng date
BVDRK,D,Anz.Wiedervorl.
BVDRK,E,No. resubmiss.
BVMRK,D,BearbeitVermerk
BVMRK,E,Processing ind.
BVORG,D,Übergreifd.Nr
BVORG,E,Cross-CC no.
BVORG_1,D,Übergreifd.Nr
BVORG_1,E,Cross-CC no.
BVTYP,D,Partnerbanktyp
BVTYP,E,Part. Bank Type
BWAEN,D,BukrsÄnderung
BWAEN,E,Co.Code Change
BWAER,D,Währung
BWAER,E,Currency
BWAGRP,D,BewArtenGruppe
BWAGRP,E,Trans.Type grp.
BWAGRP_1,D,BewArtenGruppe
BWAGRP_1,E,Trans.Type grp.
BWAKON,D,Konsolidierungsbewegungsart
BWAKON,E,Consolidation transaction type
BWART,D,Bewegungsart
BWART,E,Movement Type
BWASL,D,Bewegungsart
BWASL,E,Trans. Type
BWASLG,D,GegenBewegArt
BWASLG,E,TTY offsetentry
BWASLN,D,Zug. des Jahres
BWASLN,E,Acquis. in year
BWATXT,D,Bew.Arten-Text
BWATXT,E,Tran. type text
BWBDT,D,Bewerbung bis
BWBDT,E,Application By
BWDAT,D,Bewertungstermin
BWDAT,E,Valuation Date
BWESB,D,Bew. WE Sperrbestand
BWESB,E,Val. GR Blocked Stck
BWESB_DISP,D,Bew. WE Sperrbestand
BWESB_DISP,E,Val. GR Blocked Stck
BWGRL,D,Bewert.grundl.
BWGRL,E,Valuation basis
BWGTXT,D,BewArtGruppText
BWGTXT,E,TTy. group text
BWKEY,D,Bewertungskreis
BWKEY,E,Valuation Area
BWKEY_1,D,Bewertungskreis
BWKEY_1,E,Valuation Area
BWLOS,D,VE zum Los
BWLOS,E,UD for lot
BWLOSDYN,D,Dyn.Bewertung
BWLOSDYN,E,Dyn. valuation
BWLVS,D,Bewegungsart
BWLVS,E,Movement Type
BWMOD,D,BewModifKonst
BWMOD,E,Val.Grpg Code
BWPEI,D,Preiseinheit
BWPEI,E,Price unit
BWPH1,D,Handel.Preis 2
BWPH1,E,Commercial pr.2
BWPRH,D,Handel.Preis 1
BWPRH,E,Comm. price 1
BWPRS,D,Steuerr.Preis 1
BWPRS,E,Tax price 1
BWPS1,D,Steuerr.Preis 2
BWPS1,E,Tax price 2
BWSCL,D,Bezugsquelle
BWSCL,E,Supply source
BWSCL_1,D,Bezugsquelle
BWSCL_1,E,Supply source
BWSMR,D,Bew. Material
BWSMR,E,Material Vltn
BWSPA,D,Bewert.spanne
BWSPA,E,Val. margin
BWSTRAT,D,BewStrategie
BWSTRAT,E,Val.strategy
BWTAR,D,Bewertungsart
BWTAR,E,Valuation Type
BWTAR_1,D,Bewertungsart
BWTAR_1,E,Valuation Type
BWTEX,D,getrennte Bew.
BWTEX,E,Separate val.
BWTIM,D,Genehm.Vor
BWTIM,E,Approval before
BWTTY,D,Bewertungstyp
BWTTY,E,Valuation Cat.
BWTTY_1,D,Bewertungstyp
BWTTY_1,E,Valuation Cat.
BWVA1,D,BewVariante
BWVA1,E,Valuation Var.
BWVA2,D,BewVariante
BWVA2,E,Valuation Var.
BWVA3,D,BewVariante
BWVA3,E,Valuation Var.
BWVAR,D,Bewertungsvariante
BWVAR,E,Valuation Variant
BWVAR_BA,D,BewVariante BAlt
BWVAR_BA,E,ValVar of ProcAlt
BWVOR,D,Bezugsvorschr.
BWVOR,E,Procure. rule
BW_REFBZ,D,Zeile oper Vers
BW_REFBZ,E,Row in op. ver.
BZDAT,D,Bezugsdatum
BZDAT,E,Asset Val. Date
BZDAT_1,D,Bezugsdatum
BZDAT_1,E,Asset Val. Date
BZDAT_2,D,Bezugsdatum
BZDAT_2,E,Asset Val. Date
BZEIT,D,Erstellungszt
BZEIT,E,Creation time
BZIRK,D,Kundenbezirk
BZIRK,E,Sales district
BZIRK_AUFT,D,BezirkAuftrag
BZIRK_AUFT,E,SlsDist.Order
BZMNG,D,Bezugsmenge
BZMNG,E,Ref. quantity
BZMNG_DISP,D,Bezugsmenge
BZMNG_DISP,E,Ref. quantity
BZOBJ,D,Bezugsobjekt
BZOBJ,E,Reference Obj.
BZOFFB,D,Bezug
BZOFFB,E,Reference date
BZOFFE,D,Bezug
BZOFFE,E,Reference
BZQHL,D,Regellieferant
BZQHL,E,Regular vendor
BestandGebucht,E,APC transactions posted
CADKZ,D,CAD-Kz.
CADKZ,E,CAD Indicator
CADPO,D,CAD-Kz.
CADPO,E,CAD Indicator
CAD_POS,D,CAD
CAD_POS,E,CAD
CAJO_NAME,D,Kassenbuchname
CAJO_NAME,E,Cash journ.name
CAJO_NUMBER,D,Kassenbuchnummer
CAJO_NUMBER,E,Cash Journal Number
CALL_CONFIRM,E,Only Create New Call Object After Completing Predecessor
CALL_UPDATE_IND,E,Indicator for Adapting Basic Dates of Call Object
CAMPAIGN,D,CGPL_GUID
CAMPAIGN,E,CGPL_GUID
CAMPAIGN_PPDS,D,Kampagnenrel.
CAMPAIGN_PPDS,E,Campaign Rel.
CAMPAIGN_SNP,D,Per. Losgr.
CAMPAIGN_SNP,E,Crs-Per. Lot Sz
CANDIDATE,D,Kandidat
CANDIDATE,E,Candidate
CANUM,D,Zähler für KBED-Sätze(Untersch. Kapazit. und Einzelkapazit.)
CANUM,E,Counters for cap. rqmts. records (various caps. + indiv.caps
CAPACITY_A,D,Buck.-Kapazität
CAPACITY_A,E,Bucket Capacity
CAPACITY_A_DISP,D,Buck.-Kapazität
CAPACITY_A_DISP,E,Bucket Capacity
CAPACITY_A_UNIT,D,Einheit
CAPACITY_A_UNIT,E,Unit
CAPAUSE,E,Capacity Usage
CAPCN,D,Capit. contrib.
CAPCN,E,Capit. contrib.
CAPEX,E,Budget categories
CAPOC,D,CAP FAuftrag
CAPOC,E,CAPP prod order
CAP_BACKFLUSH_PR,D,Kapazitätsabbau
CAP_BACKFLUSH_PR,E,Cap. Reduction
CAP_BACKFLUSH_SU,D,Kapazitätsabbau
CAP_BACKFLUSH_SU,E,Cap. Reduction
CAP_BACKFLUSH_TD,D,Kapazitätsabbau
CAP_BACKFLUSH_TD,E,Cap. Reduction
CAREA,E,Compensation area
CAREREL,D,SAP Pflege Release
CAREREL,E,SAP release maint.
CARE_CODE,D,Pflegecode
CARE_CODE,E,Care Code
CAROL,D,Rolle Kap.
CAROL,E,Capacity role
CARRIER_CONF,D,Bestätig. Frachtf.
CARRIER_CONF,E,Carrier confirmation
CARRIER_NOTIF,D,Nachr. Frachtführer
CARRIER_NOTIF,E,Carrier Notification
CARTY,D,Type of car
CARTY,E,Type of car
CASHA,D,Letzte Zahlung
CASHA,E,Last payment
CASHC,D,Währung
CASHC,E,Currency
CASHD,D,Letzte Zahlung
CASHD,E,Last payment
CASH_ALLOC,D,CF-rel. Beleg
CASH_ALLOC,E,Cash Flow-Rel. Doc.
CASNR,D,CAS-RN (Pharma)
CASNR,E,CAS no.(pharm.)
CASSD,D,KonSperre VtBer
CASSD,E,Sales block
CATRULE,E,Catastrophe Overhead Rule
CATSBELNR,D,Belegnummer
CATSBELNR,E,Document Number
CATSCOUNTE,E,Counter for Records in Time Recording
CATSPEINH,D,Preiseinheit
CATSPEINH,E,Price Unit
CATSPRICE,D,Tarif
CATSPRICE,E,Price
CATSTCURR,D,T.Währung
CATSTCURR,E,Trans. Currency
CAUFN,D,Innenauftrag
CAUFN,E,Int. order
CBAUG,D,konfig. Baugrp
CBAUG,E,Config. assembs
CBCUSTOMER,E,Customer Number
CBPAYTERM,E,Terms of Payment Key
CBPERIOD,E,JV Cutback Period
CBVENDOR,E,Account Number of Vendor or Creditor
CCART,D,Änderungsart
CCART,E,Change type
CCBTC,D,Abrechnung
CCBTC,E,Settlement
CCC01,D,Chem.Bio.Krieg.
CCC01,E,Biochem.warfare
CCC02,D,Nukl.NWGabe
CCC02,E,Nucl.nonprolif.
CCC03,D,Nat. Sicherheit
CCC03,E,Natl.security
CCC04,D,Raketentechnlg.
CCC04,E,Missile techn.
CCCATEGORY,D,Rolle
CCCATEGORY,E,Role
CCCOPYLOCK,D,Kopierschutz
CCCOPYLOCK,E,Copy protection
CCCORACTIV,D,Transp.anschluß
CCCORACTIV,E,Transp. connection
CCFIX,D,CC-Kz. Fix
CCFIX,E,CC ind. fixed
CCIMAILDIS,D,CATT erlaubt
CCIMAILDIS,E,CATT Allowed
CCINS,D,Kartenart
CCINS,E,Card type
CCKEY,D,Kostensammler
CCKEY,E,Cost collector
CCLCK,D,Sperren
CCLCK,E,Lock
CCNOCASCAD,D,kein SAP Upgrade
CCNOCASCAD,E,No SAP upgrade
CCNOCLIIND,D,NoCliInd
CCNOCLIIND,E,No cross-client
CCNUM,D,Kartennr.
CCNUM,E,Card no.
CCOAA,D,Änderungsart
CCOAA,E,Change Type
CCOMP,D,Typ der Umlagerung
CCOMP,E,Stock transf. cat.
CCORIGCONT,D,Erstellung von Switch BC-Sets
CCORIGCONT,E,Create Switch BC Sets
CCSOFTLOCK,D,Sperrmethode
CCSOFTLOCK,E,Lock Method
CCSTM,D,Statuskey
CCSTM,E,Status key
CCSTO,D,Statuskey
CCSTO,E,Status key
CCTEMPLOCK,D,temporär gesperrt
CCTEMPLOCK,E,Temporarily locked
CCTHRESH,E,Cash Call Threshold
CCVMS,D,Vormerkung
CCVMS,E,Future Change
CD_LOCNO,D,APO Lokation
CD_LOCNO,E,APO location
CD_LOCTYPE,D,APO Lokationstyp
CD_LOCTYPE,E,APO locatn type
CEPOK,D,ErwarteterPreis
CEPOK,E,Expected price
CERDT,D,Zertifzgsdatum
CERDT,E,Certifictn Date
CERTCONTROL,D,Zeugnissteuerung
CERTCONTROL,E,Certificate
CESSION_KZ,D,Zessionskennz.
CESSION_KZ,E,AR Pledging Ind
CESSION_KZ_1,D,Zessionskennz.
CESSION_KZ_1,E,AR Pledging Ind
CFB_ADTDAYS,D,Zusatztage
CFB_ADTDAYS,E,Additional Days
CFB_BBDPI,D,MHD/Verfallsdatum
CFB_BBDPI,E,BBD/SLED
CFB_DATOFM,D,Herstelldatum
CFB_DATOFM,E,Date of Manuf.
CFB_LZEIH,D,Zeiteinheit
CFB_LZEIH,E,Time unit
CFB_MAXLZ,D,Max. LagerZt
